id,tag,id_ubication,id_direction,id_department,user,id_device,id_brand,id_model,serie,ip,id_status,transferDate,observation
245,005666,14,4,8,,25,25,36,5CN2370L91,,1,,
246,005668,14,6,32,Lineth Quirós,25,25,36,5CM2380B87,,1,2025-07-16,Relaciones Públicas
247,005669,14,12,53,,22,25,204,BCYST0AHH3F29I,,1,,
248,005670,14,10,46,,25,25,36,5CM2380B7D,,2,,
249,005673,9,6,31,,22,8,239,BCYST0ACP3K7X9,,1,,
250,005681,14,6,28,,25,30,13,MJ93LY5,,1,,
251,005682,14,6,28,,22,30,146,4498033,,1,,
252,005697,9,11,47,,25,25,41,MXL312F,,1,,
253,005698,9,11,47,,22,25,148,BCZZC0BVB4B3ND,,1,,
254,005699,9,4,15,,22,25,148,CT-BCZZNOBVB4B3P,,1,,
255,005700,9,4,15,,25,25,41,MXL3120F72,,1,,
256,005701,11,11,47,,25,25,41,S/S,,1,,
257,005708,14,5,24,,25,30,171,MJ15XKM,,1,,
258,005709,14,6,27,,22,30,245,4253305,,1,,
259,005710,9,6,31,,25,30,171,MJ17HLX,,1,,
260,005711,9,6,31,,22,30,245,4253306,,1,,
261,005714,13,11,48,,25,30,171,1S3548F4UMJI5XKG,,1,,
262,005716,12,11,48,,25,30,171,1S3548F4UMJ15XKF,,1,,
263,005717,14,10,46,,22,30,245,04253298,,1,,24 de dic.
264,005718,15,11,47,,25,30,171,1S3548F4UMJ15XKE,,1,,
265,005720,14,5,23,,25,30,13,MJ15XKD,,1,,Altamira
266,005743,14,5,24,,23,6,43,FCH1429BK97,,1,,
267,005744,14,2,5,,23,6,43,FCH142998V6,,1,,
268,005745,14,6,28,,23,6,43,FCH1429BKLQ,,1,,
269,005747,14,1,19,,23,6,45,FCH1427AWH8,,1,,
270,005748,14,1,19,,23,6,45,FCH1427AVA4,,1,,
271,005763,14,10,46,,26,8,194,76DNCZ1,,2,,24 de Dic. placa madre
272,005764,14,6,32,,13,8,64,CN-012MNY-64180-3AP-322L,,1,,Informática PH
273,005765,14,5,22,,22,8,133,CN-0C639N-71616-3A4-OYY7-A00,,1,,
274,005775,14,10,46,,23,6,48,FCH1227AY37,,1,,
275,005905,14,6,32,,27,17,185,221311301575,,1,,
276,005953,14,6,27,,23,6,43,FCH14299811,,1,,
277,005985,14,10,46,,12,2,16,C2VG8304DRJ7,,1,,Relaciones Públicas
278,005986,14,10,46,,22,30,151,03X8836,,2,,Servicios Técnicos
279,005987,12,7,39,,25,30,171,MJ00E7T4,,1,,
280,006042,14,8,44,,27,17,183,S/S,,1,,
281,006083,14,6,28,,23,6,43,FCH12288ZHJ,,1,,
282,006312,15,11,47,,21,6,34,FCQ155OX5NE,,5,,
283,006313,15,11,47,,27,1,31,3B1346X19971,,5,,
284,006319,14,6,25,,13,4,115,ET32E01398SL0,,1,,
285,006320,14,12,53,,13,4,115,ET32E013945LO,,1,,
286,006322,14,12,53,,13,4,115,ET32E013915L0,,1,,
287,006426,14,10,46,,12,8,127,8X6D432,,2,,
288,006449,14,1,2,,10,25,157,CNB6H2TGJ9,,5,,
289,006547,9,12,54,,22,28,144,KKS616150205,,1,,
290,006595,14,4,12,,27,1,31,4B1446 P27300,,5,,
291,006611,9,7,35,,10,45,251,T334Q300586,,1,,
292,006625,9,11,51,,10,45,251,T33Q301310,,1,,
293,006627,11,11,47,,10,45,251,T334Q301371,,1,,
294,006630,12,7,37,,10,45,251,T334Q301375,,2,,
295,006657,14,12,53,,25,2,126,C02NQCHAF8J2,,1,,
296,006658,14,4,12,,22,2,18,BCGA1314,,6,2025-07-24,Relaciones Públicas
297,006668,9,11,47,,22,8,133,CN-OC639N-71616-55P-1916-A00,,1,,
298,006689,14,8,44,,27,1,31,S/S,,1,,
299,006690,7,11,47,,27,1,31,S/S,,1,,
300,006691,14,5,23,,27,1,31,S/S,,2,,Altamira
301,006694,14,5,23,,27,1,31,S/S,,2,,Altamira
302,006695,14,5,23,,27,1,31,4B1511P3597,,2,,Altamira
303,006697,14,11,50,,27,1,31,4B1511P35314,,1,,
304,006703,9,4,18,,27,1,31,4B1511P36908,,2,,
305,006704,12,7,37,,27,1,31,4B1511P35269,,2,,
306,006705,14,10,46,,27,1,31,4B1511P35244,,2,,
307,006711,14,6,28,,27,1,31,4B1511P35318,,1,,
308,006713,14,8,42,,27,1,31,4B1511P35309,,1,,
309,006716,4,6,27,,27,1,31,4B1624P01631,,1,,
310,006722,14,5,21,,27,1,31,S/S,,1,,
311,006723,14,10,46,Lizdieth Aguilar,27,1,31,B3750G-LM,,1,,
312,006728,14,2,5,,27,1,31,BE750G-LM,,1,,
313,006732,9,7,40,,27,1,31,4B1511P35277,,1,,
314,006733,14,8,44,,27,1,31,4B1511P36919,,1,,
315,006737,9,7,35,,27,1,31,4B1511P35315,,1,,
316,006738,9,7,35,,27,1,31,4B15111P35313,,1,,
317,006745,14,4,13,,27,1,31,4B1511P36795,,1,,
318,006746,15,5,23,,27,1,31,4B1511P36810,,2,,
319,006749,9,4,12,,27,1,31,4B1511P36854,,1,,
320,006751,9,7,40,,27,1,31,4B1511P38467,,2,,
321,006753,14,4,12,,27,1,31,S/S,,6,2025-07-24,Dirección Administrativa
322,006761,9,7,37,,27,1,31,4B1511P36900,,1,,
323,006762,9,7,37,,27,1,31,4B1511P61172,,1,,
324,006763,14,6,26,,27,1,31,4B1511P36911,,1,,
325,006764,14,11,47,,27,1,31,41B1511P36840,,1,,
326,006765,14,6,25,,27,1,31,4B1511P39180,,1,,
327,006766,14,8,44,,27,1,31,4B1511P36784,,1,,
328,006767,14,6,32,,27,1,31,4B1511P39179,,1,,
329,006769,14,8,44,,27,1,31,4B1511P36799,,1,,
330,006779,12,7,37,,25,8,200,CN-TRPSW-74431-0835-A00,,1,,
331,006781,14,1,1,Revisión,25,8,200,95WTX52,,1,,
332,006782,14,6,26,,22,8,133,OC639N,,1,,
333,006783,9,4,14,,25,8,200,19937082278,,1,,
334,006784,9,4,14,,22,8,133,CN-0C639N-71616-55P1BC5-A00,,1,,
335,006785,14,5,22,,25,8,200,CN-OTRP8W-74431-55P1095-A00,,1,,Altamira
336,006786,13,5,23,,22,8,133,CN-OC639N-71616-55P-183J-A00,,1,,
337,006787,14,11,50,,25,8,200,95R2T52,,1,,
338,006788,14,11,47,,25,8,133,0C639N71616,,1,,
339,006791,14,11,47,,25,8,200,95R0V62,,1,,
340,006792,9,11,51,,22,8,133,CN-OC639N7161655P918-A00,,1,,
341,006793,14,5,23,,25,8,200,CN-OTRP8W-74431-559-1061-A00,,1,,Altamira
342,006794,7,5,23,,22,8,133,CN-0C639N-71616-55P-1BPM A00,,1,,
343,006795,7,11,47,,25,8,200,CN-OTRPEW-74431-55P-0109-A00,,1,,
344,006796,7,11,47,,22,8,133,CN-OC639N-71616-55P-183M-A00,,1,,
345,006798,12,1,4,,22,8,133,CN-OO639N-71616-55P-1CD9-A00,,1,,
346,006799,14,11,50,,25,8,200,95QVT52,,1,,
347,006801,14,8,44,,25,8,200,0ERP8W,,1,,
348,006803,14,8,42,,25,8,200,95PVT52,,1,,
349,006804,14,11,47,,22,8,133,0C639N71616,,1,,
350,006805,9,7,40,,25,8,200,CNOTRP8W7443155P0062A00,,1,,
351,006806,9,7,40,,22,8,133,CNOC6397161655P1CFKA00,,1,,
352,006807,9,7,40,,25,8,200,CNOTRP8W7443155P0757A00,,1,,
353,006808,9,7,40,,22,8,133,CNOC639N7161655P183NA00,,1,,
354,006809,14,6,28,,25,8,200,95YYT52,,1,,
355,006810,14,10,46,,22,8,243,0C639N,,1,,Tesorería
356,006811,14,11,47,,25,8,200,95S0V52,,1,,
357,006812,14,11,47,,22,8,133,55P-1CDA-A00,,1,,
358,006813,14,1,1,Revisión,25,8,200,95sZT52,,1,,
359,006816,14,5,21,,22,8,133,55P-17WX-A00,,1,,
360,006817,9,7,35,,25,8,200,CNOTRP8W7443155P0075A00,,1,,
361,006819,14,11,50,,25,8,200,95POVR2,,1,,
362,006820,14,6,28,,22,8,133,55P-1CD5-AA0,,1,,
363,006821,9,11,51,,25,8,200,CN-OTRP8W6443155P0725-A00,,1,,
364,006824,9,7,37,Argelis Núñez,22,8,133,CN-OC639N-71616-55P-1BPNA00,,1,2025-07-18,Informática - Carrasquilla
365,006825,14,1,1,Revisión,25,8,200,95XOV52,,1,,
366,006826,14,6,26,,22,8,133,55P-17XO-A00,,1,,
367,006827,14,5,23,,25,8,200,CN-OTRP8W-74431-55P-0355-A00,,1,,Altamira
368,006829,9,11,47,,25,8,200,CN-OTRP8W-74431-55P-1916-A00,,1,,
369,006830,9,11,47,,22,8,133,CN-OC639N-71616-55P-1916-A00,,1,,
370,006831,14,5,23,,25,8,200,CN-OTRP8W-7443155P-0076-A00,,1,,Altamira
371,006832,14,5,23,,22,8,133,CN-0C639N-7161655P-1915-A00,,1,,Altamira
372,006833,9,4,16,,25,8,200,S/S,,1,,
373,006834,14,5,22,,22,8,133,CN-0C639N-71616-55P-1CD8-A00,,1,,Altamira
374,006835,14,5,23,,25,8,200,CN-0TRP8W-74431-55N-0472-A00,,1,,Altamira
375,006836,14,5,23,,22,8,133,CN-OC639N-71616-55P-1CDE-A00,,1,,Altamira
376,006837,14,5,22,,25,8,200,S/S,,1,,Altamira
377,006839,9,7,35,,25,8,200,CNOTRPSW7443155P0813A00,,1,,Transporte
378,006840,9,7,35,,22,8,133,55P-1835-A00,,1,,Transporte
379,006841,14,4,8,,25,8,200,95SXT52,,1,,
380,006842,14,4,8,,22,8,133,55P-183RK-A00,,1,,
381,006843,9,7,35,,25,8,200,CNOTRP8W7443155P0713A00,,1,,
382,006844,9,7,35,,22,8,133,CN0C639N7161655P1AXVA00,,1,,
383,006849,12,7,38,,25,8,200,CN-OTRP8W-74431-55N-0282-A00,,1,,
384,006851,12,7,37,,25,8,200,CN-OTRP8W-74431-55P-0774-A00,,1,,
385,006852,12,7,37,,22,8,133,CN-OC639N-716716-55P-1APK-A00,,1,,
386,006853,12,7,37,,25,8,200,CN-OTRP8W-74431-55P-0740-A00,,1,,
387,006856,14,6,28,,22,8,133,0C639N,,1,,
388,006857,14,10,46,Lizdieth Aguilar,25,8,200,95Y0V52,,1,,
389,006858,14,10,46,Lizdieth Aguilar,22,8,133,CN-0C639N7161655P183PA00,,1,,
390,006859,9,7,37,,25,8,200,CN-OTRP8W-74431-55P-0074A00,,1,,
391,006861,9,7,35,,25,8,200,CNOTRP8W-74431-55P-0755-A00,,1,,
392,006862,14,6,27,,22,8,133,0C639N,,1,,
393,006866,9,6,31,,22,8,133,CN.OC639N71616P55-1BBZ-A00,,1,,
394,006867,9,11,47,,25,8,200,CN-OTRP8W-74431-55P-0082-A00,,1,,
395,006869,9,11,47,,25,8,200,CNOTRP8W744315591021A00,,1,,
396,006870,9,11,47,,22,8,133,CN0C639N7161655P183QA00,,1,,
397,006871,14,6,32,,25,8,200,95RWT52,,1,,
398,006872,14,6,32,,22,8,133,55P-17WV-A00,,1,,
399,006875,14,8,44,Elisa Centella,25,8,200,CN-OTRP8W-74431-55Q-0047-A00,,1,2025-07-24,24 de dic.
400,006876,14,11,47,,22,8,133,55P-183L-A00,,1,,
401,006879,14,6,28,,25,8,200,95XVT52,,1,,
402,006880,14,10,46,,22,8,133,0C639N,,1,,
403,006881,14,11,47,,25,8,200,95pyt52,,1,,
404,006883,9,7,39,,25,8,200,CNOTRP8W74431-55P-0533-A00,,1,,
